#Wave,F444W
#micron,el/phot
2.861908187000000048e+00,2.797069634345917497e-07
2.863259418999999806e+00,3.422655745655610854e-07
2.864610649999999925e+00,4.185957257998900117e-07
2.865961881000000044e+00,4.562115422982847852e-07
2.867313113000000246e+00,5.687933016342611394e-07
2.868664343999999922e+00,7.404807332828116313e-07
2.870015575999999680e+00,8.500705640610062467e-07
2.871366806999999799e+00,9.678940984083034007e-07
2.872718039000000001e+00,1.069678876542334370e-06
2.874069270000000120e+00,1.007368785226268163e-06
2.875420501000000240e+00,9.258700826104219148e-07
2.876771732999999998e+00,8.593613772421554494e-07
2.878122964000000117e+00,8.325193826985235881e-07
2.879474196000000319e+00,6.952323257849788659e-07
2.880825427000000438e+00,6.464394511244432523e-07
2.882176659000000196e+00,6.474583627939224887e-07
2.883527889999999871e+00,7.037936644160296893e-07
2.884879121999999629e+00,7.115632479608684312e-07
2.886230352999999749e+00,7.686086625600424240e-07
2.887581583999999868e+00,7.266755621777473635e-07
2.888932816000000070e+00,6.169448446230035454e-07
2.890284047000000189e+00,5.598393965368191956e-07
2.891635278999999947e+00,4.873191873692343815e-07
2.892986510000000067e+00,4.244505433601242930e-07
2.894337742000000269e+00,3.083848503455217097e-07
2.895688972999999944e+00,2.996425834026732704e-07
2.897040204999999702e+00,2.524613196008108910e-07
2.898391435999999821e+00,2.907580845354588944e-07
2.899742666999999940e+00,3.099706504134562014e-07
2.901093899000000143e+00,2.577060903627051201e-07
2.902445130000000262e+00,2.356947806838255172e-07
2.903796362000000020e+00,1.658065086115603413e-07
2.905147593000000139e+00,2.988786810695733473e-07
2.906498825000000341e+00,5.010156070076685284e-07
2.907850056000000016e+00,7.353704363301299198e-07
2.909201286999999692e+00,8.281683675289072668e-07
2.910552518999999894e+00,8.045107346374577902e-07
2.911903750000000013e+00,8.034444955936358943e-07
2.913254981999999771e+00,8.027769236178200095e-07
2.914606212999999890e+00,7.786132708779012750e-07
2.915957445000000092e+00,8.416065583030378803e-07
2.917308676000000212e+00,8.983109873873716541e-07
2.918659907999999970e+00,9.003720968232227334e-07
2.920011139000000089e+00,8.802143451975156992e-07
2.921362369999999764e+00,1.000061409862787812e-06
2.922713601999999966e+00,1.270116578202960445e-06
2.924064833000000085e+00,1.365568912923848025e-06
2.925416064999999843e+00,1.523843119185872861e-06
2.926767295999999963e+00,1.445467257726415550e-06
2.928118528000000165e+00,1.341261263373055078e-06
2.929469759000000284e+00,1.291986593020683744e-06
2.930820989999999959e+00,1.313608268876753148e-06
2.932172222000000161e+00,1.406634236474036805e-06
2.933523452999999837e+00,1.251058416334792425e-06
2.934874685000000039e+00,1.380798062241515286e-06
2.936225915999999714e+00,1.527149267078598994e-06
2.937577147999999916e+00,1.553407890411830655e-06
2.938928379000000035e+00,1.443918275231271511e-06
2.940279610999999793e+00,1.378384390662991456e-06
2.941630841999999912e+00,1.389257302967690138e-06
2.942982073000000032e+00,1.272489718968239409e-06
2.944333305000000234e+00,1.289766853662674380e-06
2.945684536000000353e+00,1.230484045850255219e-06
2.947035768000000111e+00,1.234532082490649035e-06
2.948386998999999786e+00,1.292227629378035304e-06
2.949738230999999988e+00,1.420023190183822889e-06
2.951089462000000108e+00,1.380945796393940714e-06
2.952440693999999866e+00,1.288654884365872358e-06
2.953791924999999985e+00,1.309946266618617657e-06
2.955143156000000104e+00,1.322266325332520946e-06
2.956494387999999862e+00,1.394038198816416712e-06
2.957845618999999981e+00,1.371288546437049796e-06
2.959196851000000184e+00,1.350688367985195336e-06
2.960548081999999859e+00,1.285850560965395911e-06
2.961899313999999617e+00,1.305902351443490588e-06
2.963250544999999736e+00,1.333024973113522580e-06
2.964601775999999855e+00,1.303018640821824102e-06
2.965953008000000057e+00,1.224620862598363099e-06
2.967304239000000177e+00,1.157344342232508466e-06
2.968655470999999935e+00,1.054512251187665546e-06
2.970006702000000054e+00,1.019326015109616181e-06
2.971357934000000256e+00,1.108032879704531053e-06
2.972709165000000375e+00,1.204343766713713137e-06
2.974060397000000133e+00,1.393390933183010476e-06
2.975411627999999808e+00,1.442795351021933653e-06
2.976762858999999928e+00,1.466287057164534245e-06
2.978114091000000130e+00,1.475904228980654736e-06
2.979465321999999805e+00,1.416478129127395322e-06
2.980816554000000007e+00,1.347034797658748637e-06
2.982167785000000126e+00,1.260426234551593270e-06
2.983519016999999884e+00,1.201950040225024175e-06
2.984870248000000004e+00,9.825614486488514211e-07
2.986221478999999679e+00,8.993985276310931972e-07
2.987572710999999881e+00,1.004271335561022907e-06
2.988923942000000000e+00,1.055073459003049992e-06
2.990275173999999758e+00,9.650331024057964211e-07
2.991626404999999878e+00,1.031768544223051349e-06
2.992977637000000080e+00,1.145539586913046784e-06
2.994328868000000199e+00,1.243378519566549351e-06
2.995680099999999957e+00,1.350410641865727152e-06
2.997031331000000076e+00,1.347197969598012816e-06
2.998382561999999751e+00,1.178117947396623159e-06
2.999733794000000398e+00,1.022593154596508454e-06
3.001085025000000073e+00,1.156856248191337536e-06
3.002436256999999831e+00,1.205048387852001834e-06
3.003787487999999950e+00,1.192420776209936470e-06
3.005138719999999708e+00,9.654988235460747049e-07
3.006489950999999827e+00,7.972897218362676430e-07
3.007841181999999947e+00,7.737682116332186389e-07
3.009192414000000149e+00,8.593952412022280320e-07
3.010543645000000268e+00,9.559765274992686577e-07
3.011894877000000026e+00,9.285315013566437608e-07
3.013246107999999701e+00,8.731804124073110922e-07
3.014597339999999903e+00,8.566247087981304883e-07
3.015948571000000022e+00,9.284658535138146261e-07
3.017299802999999780e+00,9.600056271047664321e-07
3.018651033999999900e+00,9.787287865096403154e-07
3.020002265000000019e+00,9.849035929278614816e-07
3.021353497000000221e+00,9.742370034075352928e-07
3.022704728000000340e+00,1.027045463565936098e-06
3.024055960000000098e+00,9.643653337076460097e-07
3.025407190999999774e+00,8.731782809983106447e-07
3.026758423000000420e+00,9.302131725519928775e-07
3.028109653999999651e+00,1.066580754794348287e-06
3.029460885999999853e+00,1.258794588700099602e-06
3.030812116999999972e+00,1.310755658614552570e-06
3.032163348000000092e+00,1.296973418231129414e-06
3.033514579999999849e+00,1.142200692787505397e-06
3.034865810999999969e+00,1.117632259115653374e-06
3.036217043000000171e+00,1.218119981479761568e-06
3.037568274000000290e+00,1.195265534294595023e-06
3.038919506000000048e+00,1.215488188454193233e-06
3.040270736999999723e+00,1.102665968685099569e-06
3.041621967999999843e+00,1.101497299369137811e-06
3.042973200000000045e+00,1.285887550584536367e-06
3.044324431000000164e+00,1.559131655002266217e-06
3.045675662999999922e+00,1.818834450873321976e-06
3.047026894000000041e+00,1.889459127463175340e-06
3.048378126000000243e+00,1.957413956498692666e-06
3.049729357000000363e+00,1.959003445612845181e-06
3.051080589000000121e+00,2.076560590502792541e-06
3.052431819999999796e+00,2.192624430430047817e-06
3.053783050999999915e+00,2.213354694933049180e-06
3.055134282999999673e+00,2.134922913530942791e-06
3.056485513999999792e+00,1.903455140396413932e-06
3.057836745999999994e+00,1.808254165805398925e-06
3.059187977000000114e+00,1.823255769753354849e-06
3.060539208999999872e+00,1.877321267865216384e-06
3.061890439999999991e+00,1.919397429983708158e-06
3.063241671000000110e+00,1.979600827840810855e-06
3.064592903000000312e+00,1.852364811535401248e-06
3.065944133999999988e+00,1.690636079228630360e-06
3.067295365999999746e+00,1.663234349526267497e-06
3.068646596999999865e+00,1.630147219355342755e-06
3.069997829000000067e+00,1.634810518292180877e-06
3.071349060000000186e+00,1.471875621082052736e-06
3.072700291999999944e+00,1.323902950726620064e-06
3.074051523000000063e+00,1.216113089906182142e-06
3.075402754000000183e+00,1.204925585907924719e-06
3.076753986000000385e+00,1.322480582165224061e-06
3.078105216999999616e+00,1.452140694809509449e-06
3.079456448999999818e+00,1.425489882769474889e-06
3.080807679999999937e+00,1.356722272044593715e-06
3.082158911999999695e+00,1.342352751457758707e-06
3.083510142999999815e+00,1.279864353779240654e-06
3.084861373999999934e+00,1.185095717371599619e-06
3.086212606000000136e+00,1.063243983134963933e-06
3.087563837000000255e+00,1.011041794087399323e-06
3.088915069000000013e+00,9.850273950329062243e-07
3.090266299999999688e+00,1.300109414914900091e-06
3.091617532000000335e+00,1.596552648731286805e-06
3.092968763000000010e+00,1.831369796082242103e-06
3.094319994999999768e+00,2.065651421243562038e-06
3.095671225999999887e+00,2.149123906516180605e-06
3.097022457000000006e+00,2.249760463209266142e-06
3.098373689000000208e+00,2.245991006919113710e-06
3.099724920000000328e+00,2.269644428178167513e-06
3.101076152000000086e+00,1.989937634077641300e-06
3.102427383000000205e+00,1.683184633444630132e-06
3.103778614999999963e+00,1.500850835795555745e-06
3.105129845999999638e+00,1.352080848662012497e-06
3.106481077999999840e+00,1.426333679584756917e-06
3.107832308999999960e+00,1.412594575844394596e-06
3.109183540000000079e+00,1.413850357756287074e-06
3.110534771999999837e+00,1.379398383565911647e-06
3.111886002999999956e+00,1.445217246288254241e-06
3.113237235000000158e+00,1.487658858629351629e-06
3.114588466000000277e+00,1.421053507128468904e-06
3.115939698000000035e+00,1.356607168201186015e-06
3.117290928999999711e+00,1.235075960511022046e-06
3.118642159999999830e+00,1.302328114295414099e-06
3.119993392000000032e+00,1.459273249134156887e-06
3.121344623000000151e+00,1.582519612852983017e-06
3.122695854999999909e+00,1.767837344366676732e-06
3.124047086000000029e+00,2.054926699887632912e-06
3.125398318000000231e+00,2.403572238250655301e-06
3.126749548999999906e+00,2.811057530300403160e-06
3.128100781000000108e+00,3.169469650942733819e-06
3.129452012000000227e+00,3.369213818281480283e-06
3.130803242999999902e+00,3.491690201731117642e-06
3.132154474999999660e+00,3.614594689753525366e-06
3.133505705999999780e+00,3.682158300887141664e-06
3.134856937999999982e+00,3.761107285972475071e-06
3.136208169000000101e+00,3.814786473781924747e-06
3.137559400999999859e+00,3.854394881031372681e-06
3.138910631999999978e+00,3.978839578451233215e-06
3.140261863000000098e+00,4.172989169887069333e-06
3.141613095000000300e+00,4.298018694983538682e-06
3.142964325999999975e+00,4.606731756610936783e-06
3.144315557999999733e+00,4.713317936720747209e-06
3.145666788999999852e+00,4.691265243869789866e-06
3.147018021000000054e+00,4.855699013339779289e-06
3.148369252000000174e+00,4.932717668990918797e-06
3.149720483999999932e+00,4.603259625661944400e-06
3.151071715000000051e+00,4.458783455576557751e-06
3.152422946000000170e+00,4.714325746938373509e-06
3.153774177999999928e+00,4.732486996080475597e-06
3.155125409000000047e+00,4.548902011728868852e-06
3.156476641000000249e+00,4.372861437715685104e-06
3.157827871999999925e+00,4.125494095252731765e-06
3.159179103999999683e+00,3.900113279973916508e-06
3.160530334999999802e+00,4.031830650963583087e-06
3.161881565999999921e+00,4.027678825804137661e-06
3.163232798000000123e+00,3.540168346365700285e-06
3.164584029000000243e+00,2.930930319757212455e-06
3.165935261000000001e+00,2.719233637697680381e-06
3.167286492000000120e+00,2.504036567987040567e-06
3.168637724000000322e+00,2.267899600064692304e-06
3.169988954999999997e+00,2.013512176022297283e-06
3.171340186999999755e+00,1.677554077238229713e-06
3.172691417999999874e+00,1.310482475713840878e-06
3.174042648999999994e+00,1.115098289100077326e-06
3.175393880999999752e+00,9.704477963917807002e-07
3.176745111999999871e+00,7.838611128645562488e-07
3.178096344000000073e+00,6.520651095081807330e-07
3.179447575000000192e+00,5.061327316125140354e-07
3.180798806999999950e+00,4.101489220257957635e-07
3.182150038000000070e+00,3.825006549237541019e-07
3.183501270000000272e+00,2.641819117753483612e-07
3.184852500999999947e+00,1.552571349427302613e-07
3.186203732000000066e+00,2.295234252006593951e-07
3.187554963999999824e+00,4.508501358448355888e-07
3.188906194999999943e+00,6.396181653309338866e-07
3.190257427000000146e+00,8.208069301959101280e-07
3.191608658000000265e+00,1.001476846691209946e-06
3.192959890000000023e+00,1.213659780908498236e-06
3.194311121000000142e+00,1.419273386400608815e-06
3.195662351999999817e+00,1.569089199894051570e-06
3.197013584000000019e+00,1.711445667320637540e-06
3.198364814999999695e+00,1.837403669984853516e-06
3.199716046999999897e+00,1.993922033207263741e-06
3.201067278000000016e+00,2.028059246954823271e-06
3.202418509999999774e+00,2.099046034756178558e-06
3.203769740999999893e+00,2.176034577225908310e-06
3.205120973000000095e+00,2.490552646247726525e-06
3.206472204000000215e+00,2.662352644105416079e-06
3.207823434999999890e+00,2.700616998145723192e-06
3.209174667000000092e+00,2.640222038716306800e-06
3.210525897999999767e+00,2.506100788821540989e-06
3.211877129999999969e+00,2.441205774573555234e-06
3.213228361000000088e+00,2.470646921049487436e-06
3.214579592999999846e+00,2.451464799377001289e-06
3.215930823999999966e+00,2.237955284264591919e-06
3.217282055000000085e+00,2.244048581056860443e-06
3.218633287000000287e+00,2.302582328779324565e-06
3.219984518000000406e+00,2.214944513480757867e-06
3.221335750000000164e+00,2.188239047083057877e-06
3.222686980999999840e+00,2.272253701234225270e-06
3.224038212999999597e+00,2.093506052785428965e-06
3.225389443999999717e+00,1.935336041784120107e-06
3.226740675999999919e+00,1.885414049307636666e-06
3.228091907000000038e+00,1.766528265950317481e-06
3.229443138000000157e+00,1.614848858291871643e-06
3.230794369999999915e+00,1.648215979340677072e-06
3.232145601000000035e+00,1.664333674979143261e-06
3.233496833000000237e+00,1.587783326347146013e-06
3.234848063999999912e+00,1.702056958835037596e-06
3.236199295999999670e+00,1.748091551514085253e-06
3.237550526999999789e+00,1.685168245178354309e-06
3.238901758999999991e+00,1.799359638051789709e-06
3.240252990000000111e+00,2.029804347286559952e-06
3.241604221000000230e+00,2.127883028922628354e-06
3.242955452999999988e+00,2.433412009803260096e-06
3.244306684000000107e+00,2.816445611766253756e-06
3.245657916000000309e+00,3.036900085150444361e-06
3.247009147000000429e+00,3.142738642162658053e-06
3.248360379000000187e+00,3.311563984412938291e-06
3.249711609999999862e+00,3.482487051947346895e-06
3.251062840999999981e+00,3.495579681919324164e-06
3.252414072999999739e+00,3.566450200488104272e-06
3.253765303999999858e+00,3.581841256568044753e-06
3.255116536000000060e+00,3.452219042637681976e-06
3.256467767000000180e+00,3.161478022758060006e-06
3.257818998999999938e+00,2.959539085151760782e-06
3.259170230000000057e+00,2.914615548101597876e-06
3.260521462000000259e+00,3.118410897556895901e-06
3.261872692999999934e+00,3.535330142465423983e-06
3.263223924000000054e+00,3.839023511015405258e-06
3.264575155999999811e+00,3.820814059952308322e-06
3.265926386999999931e+00,3.885932120478450772e-06
3.267277619000000133e+00,4.056904780327977132e-06
3.268628850000000252e+00,4.300517665697131592e-06
3.269980082000000010e+00,4.461002989641643425e-06
3.271331313000000129e+00,4.304037813175764048e-06
3.272682543999999805e+00,4.026930890419105517e-06
3.274033776000000007e+00,3.626597368201675068e-06
3.275385006999999682e+00,3.526250905795819762e-06
3.276736238999999884e+00,3.710380215466611387e-06
3.278087470000000003e+00,4.059749091761161334e-06
3.279438701999999761e+00,4.141691660604845380e-06
3.280789932999999881e+00,4.129336248545716850e-06
3.282141165000000083e+00,4.051759036907605077e-06
3.283492396000000202e+00,4.133843781075269486e-06
3.284843627000000321e+00,4.396159839709673900e-06
3.286194859000000079e+00,4.292897774276636499e-06
3.287546089999999754e+00,3.993111637517345393e-06
3.288897321999999956e+00,3.767636646963642586e-06
3.290248553000000076e+00,3.717669602204614416e-06
3.291599784999999834e+00,3.563874738418596838e-06
3.292951015999999953e+00,3.561894326561018406e-06
3.294302247000000072e+00,3.295646166531608269e-06
3.295653479000000274e+00,2.923221195911594791e-06
3.297004709999999950e+00,2.819714419831658641e-06
3.298355942000000152e+00,2.706637011715466872e-06
3.299707172999999827e+00,2.651681320717647350e-06
3.301058405000000029e+00,2.609022944476509539e-06
3.302409635999999704e+00,2.670065761609207121e-06
3.303760867999999906e+00,2.425213502975148104e-06
3.305112099000000025e+00,2.450429404555561090e-06
3.306463330000000145e+00,2.674237717760807614e-06
3.307814561999999903e+00,2.902370299948738616e-06
3.309165793000000022e+00,3.178798614134636957e-06
3.310517025000000224e+00,3.273726434939413386e-06
3.311868256000000343e+00,3.342956222820978451e-06
3.313219488000000101e+00,3.326187003033755099e-06
3.314570718999999777e+00,3.452192443238671828e-06
3.315921950999999979e+00,3.374572614084936892e-06
3.317273182000000098e+00,3.275726651559914235e-06
3.318624413000000217e+00,3.178669590574316042e-06
3.319975644999999975e+00,2.950611983971264433e-06
3.321326876000000095e+00,2.631964691612440702e-06
3.322678107999999852e+00,2.312881631331958865e-06
3.324029338999999972e+00,2.264596015297606230e-06
3.325380571000000174e+00,2.285946565202397079e-06
3.326731801999999849e+00,2.187573154949312440e-06
3.328083032999999968e+00,2.029707489998283152e-06
3.329434264999999726e+00,2.020492092092856914e-06
3.330785495999999846e+00,2.169635957277236679e-06
3.332136728000000048e+00,2.380910343463933369e-06
3.333487959000000167e+00,2.789994687851769416e-06
3.334839190999999925e+00,3.129331562621448782e-06
3.336190422000000044e+00,3.309205903089883680e-06
3.337541654000000246e+00,3.462255385475811569e-06
3.338892885000000366e+00,3.561332779840271193e-06
3.340244116000000041e+00,3.680365221203187847e-06
3.341595347999999799e+00,3.746831413395352825e-06
3.342946578999999918e+00,3.770623222233589359e-06
3.344297811000000120e+00,3.571923053706282047e-06
3.345649041999999795e+00,3.303174111662468479e-06
3.347000273999999997e+00,3.189042757219458053e-06
3.348351505000000117e+00,3.376614625379745623e-06
3.349702736000000236e+00,3.695750327504771244e-06
3.351053967999999994e+00,3.712741332332436767e-06
3.352405198999999669e+00,3.578096233199756506e-06
3.353756430999999871e+00,3.649610979360907060e-06
3.355107661999999991e+00,3.883923772235745824e-06
3.356458893999999749e+00,4.147099727518026749e-06
3.357810124999999868e+00,4.501760930058063451e-06
3.359161357000000070e+00,4.619446102087405254e-06
3.360512588000000189e+00,4.736204513326178232e-06
3.361863819000000309e+00,4.979619128434363231e-06
3.363215051000000066e+00,5.176424522618943828e-06
3.364566281999999742e+00,5.271814271014818699e-06
3.365917514000000388e+00,5.361419189404021241e-06
3.367268745000000063e+00,5.385695131992226436e-06
3.368619976999999821e+00,5.234896527633025261e-06
3.369971207999999940e+00,5.350584203542289596e-06
3.371322439000000060e+00,5.625900378055363019e-06
3.372673670999999818e+00,6.054256670101555380e-06
3.374024901999999937e+00,6.393223046888524010e-06
3.375376134000000139e+00,6.368082015823058257e-06
3.376727365000000258e+00,6.300654401811604688e-06
3.378078597000000016e+00,6.392981483529172282e-06
3.379429827999999691e+00,6.645286816370016351e-06
3.380781059999999894e+00,6.696766094726631472e-06
3.382132291000000013e+00,6.636199780836218595e-06
3.383483522000000132e+00,6.509239004201205800e-06
3.384834753999999890e+00,6.404404160335420697e-06
3.386185985000000009e+00,6.742130005854017264e-06
3.387537217000000211e+00,7.161690272560958417e-06
3.388888448000000331e+00,7.517999017128403407e-06
3.390239680000000089e+00,7.622628563546990200e-06
3.391590910999999764e+00,7.584158009654429291e-06
3.392942143000000410e+00,7.621186927182136320e-06
3.394293373999999641e+00,7.666006426938892161e-06
3.395644604999999761e+00,7.897708704132399741e-06
3.396995836999999963e+00,7.915047556214227081e-06
3.398347068000000082e+00,7.864879817119405201e-06
3.399698299999999840e+00,7.790232308430020269e-06
3.401049530999999959e+00,7.719211065188447406e-06
3.402400763000000161e+00,7.967246085677824480e-06
3.403751994000000280e+00,8.186576588717175054e-06
3.405103224999999956e+00,8.302046017486671933e-06
3.406454456999999714e+00,8.323113761044036640e-06
3.407805687999999833e+00,8.356376655562885438e-06
3.409156920000000035e+00,8.406380408297163480e-06
3.410508151000000154e+00,8.305886729466416995e-06
3.411859382999999912e+00,8.306883050173358171e-06
3.413210614000000032e+00,8.082918552263573467e-06
3.414561846000000234e+00,7.786171282524260770e-06
3.415913077000000353e+00,7.455477403064841540e-06
3.417264307999999584e+00,7.193283503518062500e-06
3.418615539999999786e+00,7.233038430333097292e-06
3.419966770999999905e+00,7.178851988619524030e-06
3.421318002999999663e+00,7.059259201626706155e-06
3.422669233999999783e+00,6.691175516942201446e-06
3.424020465999999985e+00,6.381346233128634338e-06
3.425371697000000104e+00,6.315638526393497976e-06
3.426722928000000223e+00,6.559976756345563866e-06
3.428074159999999981e+00,6.810607575743261791e-06
3.429425391000000101e+00,6.737127655999920165e-06
3.430776623000000303e+00,6.528074464572994843e-06
3.432127853999999978e+00,6.520199285506483039e-06
3.433479085999999736e+00,6.923399536923959289e-06
3.434830316999999855e+00,7.429352122582651239e-06
3.436181549000000057e+00,7.568645198447876822e-06
3.437532780000000177e+00,7.501593217593769836e-06
3.438884011000000296e+00,7.544669991249754481e-06
3.440235243000000054e+00,7.583975099020329773e-06
3.441586474000000173e+00,7.700281412956972433e-06
3.442937706000000375e+00,7.583247768661922515e-06
3.444288936999999606e+00,7.215282806292821693e-06
3.445640168999999808e+00,6.760034925594455374e-06
3.446991399999999928e+00,6.357187966560116270e-06
3.448342631000000047e+00,5.888655979770557441e-06
3.449693862999999805e+00,5.420402819722944288e-06
3.451045093999999924e+00,5.211520036188636184e-06
3.452396326000000126e+00,5.052380552849500221e-06
3.453747557000000246e+00,5.023861930495300877e-06
3.455098789000000004e+00,5.202962405837669726e-06
3.456450020000000123e+00,5.482114852914957026e-06
3.457801252000000325e+00,5.829113099347884050e-06
3.459152483000000000e+00,6.111204999990210379e-06
3.460503714000000119e+00,6.317744278081702666e-06
3.461854945999999877e+00,6.618856206831350151e-06
3.463206176999999997e+00,6.788341885171463270e-06
3.464557409000000199e+00,6.837707522921141295e-06
3.465908640000000318e+00,6.616376462365639812e-06
3.467259872000000076e+00,6.394611852696041647e-06
3.468611103000000195e+00,6.242229300714409731e-06
3.469962334999999953e+00,6.088434077516459563e-06
3.471313565999999629e+00,5.844451296507058535e-06
3.472664796999999748e+00,5.399184354649889108e-06
3.474016028999999950e+00,5.456946008904397654e-06
3.475367260000000069e+00,5.715075301761408724e-06
3.476718491999999827e+00,5.915827103830206559e-06
3.478069722999999946e+00,5.906107303145582095e-06
3.479420955000000149e+00,5.760889373896448499e-06
3.480772186000000268e+00,5.839201506344851776e-06
3.482123416999999943e+00,6.087872076136609168e-06
3.483474649000000145e+00,6.204646236004045714e-06
3.484825879999999820e+00,6.212013390168444002e-06
3.486177112000000022e+00,6.275026706290921252e-06
3.487528343000000142e+00,6.497240630655793686e-06
3.488879574999999900e+00,6.691896171789321226e-06
3.490230806000000019e+00,6.799359341586967856e-06
3.491582038000000221e+00,6.922689739672645763e-06
3.492933268999999896e+00,7.078213238577117644e-06
3.494284500000000016e+00,7.166562556695933531e-06
3.495635732000000218e+00,6.658213641170005318e-06
3.496986962999999893e+00,6.005698607908113844e-06
3.498338194999999651e+00,5.500546465471335288e-06
3.499689425999999770e+00,5.320377483447668428e-06
3.501040657999999972e+00,5.240181499654882829e-06
3.502391889000000091e+00,5.065471813399978448e-06
3.503743120000000211e+00,4.817174626440359176e-06
3.505094351999999969e+00,4.798257796953798994e-06
3.506445583000000088e+00,4.941881319993291568e-06
3.507796815000000290e+00,5.388061889249213455e-06
3.509148045999999965e+00,5.793858593042977346e-06
3.510499277999999723e+00,5.846113423962895102e-06
3.511850508999999843e+00,5.660429008319812779e-06
3.513201741000000045e+00,5.397587479201840117e-06
3.514552972000000164e+00,5.104095050109991055e-06
3.515904202999999839e+00,4.783895797720335403e-06
3.517255435000000041e+00,4.744574477637454042e-06
3.518606666000000160e+00,4.817436644137359283e-06
3.519957897999999918e+00,4.936253281433818833e-06
3.521309129000000038e+00,5.050959332018689648e-06
3.522660361000000240e+00,5.407546004714591632e-06
3.524011591999999915e+00,5.734045614024220214e-06
3.525362823999999673e+00,5.949076249974130304e-06
3.526714054999999792e+00,6.077703461557848291e-06
3.528065285999999912e+00,6.274690676479426462e-06
3.529416518000000114e+00,6.288544787258607585e-06
3.530767749000000233e+00,6.104507764276272034e-06
3.532118980999999991e+00,6.150215620347267750e-06
3.533470212000000110e+00,6.256387806780561994e-06
3.534821444000000312e+00,6.294756072700338870e-06
3.536172674999999987e+00,6.333823498070907388e-06
3.537523906000000107e+00,6.435137564109735568e-06
3.538875137999999865e+00,6.551080363792117123e-06
3.540226368999999984e+00,6.698302979391871110e-06
3.541577600999999742e+00,6.937064083401796308e-06
3.542928831999999861e+00,6.968346507878878091e-06
3.544280064000000063e+00,6.887386243696416596e-06
3.545631295000000183e+00,6.948619317746932642e-06
3.546982526999999941e+00,7.156014588410841208e-06
3.548333758000000060e+00,7.357434221130660343e-06
3.549684988999999735e+00,7.548061938677136338e-06
3.551036220999999937e+00,7.585047430863789492e-06
3.552387452000000057e+00,7.490379959089504422e-06
3.553738683999999814e+00,7.491576298066335151e-06
3.555089914999999934e+00,7.654097281607658788e-06
3.556441147000000136e+00,7.883343069239831275e-06
3.557792378000000255e+00,8.049826865275046774e-06
3.559143609000000374e+00,8.165704336775149572e-06
3.560494841000000132e+00,8.357198045138527798e-06
3.561846071999999808e+00,8.544849949928045449e-06
3.563197304000000010e+00,8.727389108698281633e-06
3.564548534999999685e+00,8.889798855443830624e-06
3.565899766999999887e+00,9.016074650739440394e-06
3.567250998000000006e+00,9.265572396688432898e-06
3.568602229999999764e+00,9.692554348308360813e-06
3.569953460999999884e+00,1.019412549649847857e-05
3.571304692000000003e+00,1.057299582512259852e-05
3.572655924000000205e+00,1.086021112500400247e-05
3.574007154999999880e+00,1.125881634073324686e-05
3.575358387000000082e+00,1.168652119172461820e-05
3.576709617999999757e+00,1.192646869655895114e-05
3.578060849999999959e+00,1.202272622266826382e-05
3.579412081000000079e+00,1.204804770159817532e-05
3.580763312000000198e+00,1.200842113748657384e-05
3.582114543999999956e+00,1.193913974085728662e-05
3.583465775000000075e+00,1.202219173285770888e-05
3.584817007000000277e+00,1.213264925230799477e-05
3.586168238000000397e+00,1.213797096807334311e-05
3.587519470000000155e+00,1.223732707719480783e-05
3.588870700999999830e+00,1.240512985843349423e-05
3.590221932999999588e+00,1.246888244423124636e-05
3.591573163999999707e+00,1.260414072599056986e-05
3.592924394999999826e+00,1.293800619799610649e-05
3.594275627000000028e+00,1.316540499018517991e-05
3.595626858000000148e+00,1.322422771803930097e-05
3.596978089999999906e+00,1.334179825535621295e-05
3.598329321000000025e+00,1.358785312237356604e-05
3.599680553000000227e+00,1.381920500416746658e-05
3.601031783999999902e+00,1.398101029744642028e-05
3.602383016000000104e+00,1.392181485449378902e-05
3.603734246999999780e+00,1.369021793180905257e-05
3.605085477999999899e+00,1.361178183866681677e-05
3.606436710000000101e+00,1.376771186819004855e-05
3.607787941000000220e+00,1.394927273102873123e-05
3.609139172999999978e+00,1.406402238754750721e-05
3.610490404000000098e+00,1.412315077408232323e-05
3.611841636000000300e+00,1.432552524741170385e-05
3.613192867000000419e+00,1.493506348934513412e-05
3.614544097999999650e+00,1.556052887665499497e-05
3.615895329999999852e+00,1.581872971264143015e-05
3.617246560999999971e+00,1.598473871312377075e-05
3.618597792999999729e+00,1.618529981366580170e-05
3.619949023999999849e+00,1.639814806211071634e-05
3.621300256000000051e+00,1.665507748112321105e-05
3.622651487000000170e+00,1.694915141009241383e-05
3.624002718999999928e+00,1.694517430335802351e-05
3.625353950000000047e+00,1.697579962077097707e-05
3.626705180999999723e+00,1.727763469054163672e-05
3.628056412999999925e+00,1.767701662314450823e-05
3.629407644000000044e+00,1.805119108063218971e-05
3.630758875999999802e+00,1.826087686004279831e-05
3.632110106999999921e+00,1.831902664339521165e-05
3.633461339000000123e+00,1.840170305767027740e-05
3.634812570000000242e+00,1.868450155878098083e-05
3.636163801000000362e+00,1.912279531529077471e-05
3.637515033000000120e+00,1.971627423742437372e-05
3.638866263999999795e+00,2.019776228626169736e-05
3.640217495999999997e+00,2.057844627083956266e-05
3.641568726999999672e+00,2.109717678077179551e-05
3.642919958999999874e+00,2.186196881125950433e-05
3.644271189999999994e+00,2.264192154907495409e-05
3.645622421999999752e+00,2.322291417655245331e-05
3.646973652999999871e+00,2.362515465650384254e-05
