2.000466386000000263e+00,1.110277475950550323e-10
2.002610509000000150e+00,8.751898742720774323e-11
2.004754632000000036e+00,6.887814147926196371e-11
2.006898753999999840e+00,5.399121923036584409e-11
2.009042877000000171e+00,4.292006519854382381e-11
2.011186998999999975e+00,3.395274665123249627e-11
2.013331121999999862e+00,2.698873147940230762e-11
2.015475245000000193e+00,2.170853010090371082e-11
2.017619366999999997e+00,1.724415021742045753e-11
2.019763489999999884e+00,1.380404990301092155e-11
2.021907612000000132e+00,1.145479193495574169e-11
2.024051735000000019e+00,9.422241513261808415e-12
2.026195857999999905e+00,7.872993759042986150e-12
2.028339980000000153e+00,6.797927784602160768e-12
2.030484103000000040e+00,6.028199491383177382e-12
2.032628224999999844e+00,5.387098591871915634e-12
2.034772348000000175e+00,4.803376282180621962e-12
2.036916471000000062e+00,4.358557520514875807e-12
2.039060592999999866e+00,3.847370821988570690e-12
2.041204715999999753e+00,3.558657736096959117e-12
2.043348838000000001e+00,3.294979072978867813e-12
2.045492960999999887e+00,2.966491895956248918e-12
2.047637083999999774e+00,2.710520140756381188e-12
2.049781206000000022e+00,2.622256514562461143e-12
2.051925329000000353e+00,2.664185633564914101e-12
2.054069450999999713e+00,2.819641674331142531e-12
2.056213574000000044e+00,3.122364770395953470e-12
2.058357696999999931e+00,3.612237116941935569e-12
2.060501819000000179e+00,4.074369706091937990e-12
2.062645942000000066e+00,4.352409835752497286e-12
2.064790063999999870e+00,4.571713799409748358e-12
2.066934186999999756e+00,4.704161601347062553e-12
2.069078310000000087e+00,4.617476688361354660e-12
2.071222431999999891e+00,4.572891086918729256e-12
2.073366555000000222e+00,5.127758667022946838e-12
2.075510677000000026e+00,5.859226742003192662e-12
2.077654799999999913e+00,7.062428948930819003e-12
2.079798922999999800e+00,8.914072297913113704e-12
2.081943045000000048e+00,1.110579233698178651e-11
2.084087167999999934e+00,1.345940638728903485e-11
2.086231290000000183e+00,1.547835643451999729e-11
2.088375413000000069e+00,1.860169696872454951e-11
2.090519535999999956e+00,2.204190944326346797e-11
2.092663657999999760e+00,2.530546035036865042e-11
2.094807781000000091e+00,3.046869850648333901e-11
2.096951903000000339e+00,3.699304545768700718e-11
2.099096026000000226e+00,4.408586863752681861e-11
2.101240149000000113e+00,5.288688838339416636e-11
2.103384270999999917e+00,6.764916956215592393e-11
2.105528393999999803e+00,8.835704530710319656e-11
2.107672516000000051e+00,1.098722826177285714e-10
2.109816638999999938e+00,1.377659615592904884e-10
2.111960762000000269e+00,1.715223898611113759e-10
2.114104884000000073e+00,1.961249807400656173e-10
2.116249006999999960e+00,2.031082636054276260e-10
2.118393129000000208e+00,1.955943526667439422e-10
2.120537252000000095e+00,1.820752190964009396e-10
2.122681374999999981e+00,1.648034439594792522e-10
2.124825496999999785e+00,1.481645185455604001e-10
2.126969619999999672e+00,1.346858110694685094e-10
2.129113741999999920e+00,1.238892220447954505e-10
2.131257865000000251e+00,1.139221711038352961e-10
2.133401988000000138e+00,1.097029319023398056e-10
2.135546110000000386e+00,1.121341775182528801e-10
2.137690232999999829e+00,1.119714689043376902e-10
2.139834355000000077e+00,1.072568243909702269e-10
2.141978477999999964e+00,1.014332724754320680e-10
2.144122600999999850e+00,9.693192963534436523e-11
2.146266723000000098e+00,8.898509259556097273e-11
2.148410846000000429e+00,8.169393483097315864e-11
2.150554967999999789e+00,8.129978479297024261e-11
2.152699091000000120e+00,8.685154846867233222e-11
2.154843214000000007e+00,9.443076734690805946e-11
2.156987336000000255e+00,1.024208360017293614e-10
2.159131459000000142e+00,1.146366856981513683e-10
2.161275580999999946e+00,1.298604887047351104e-10
2.163419703999999832e+00,1.343810717520656950e-10
2.165563827000000163e+00,1.264016324597977620e-10
2.167707948999999967e+00,1.110558692625377839e-10
2.169852072000000298e+00,9.807937685346441927e-11
2.171996193999999658e+00,9.156240441672255166e-11
2.174140316999999989e+00,8.835069423490976576e-11
2.176284439999999876e+00,9.174256013135806731e-11
2.178428562000000124e+00,9.790308646370332826e-11
2.180572685000000011e+00,1.046245715379252508e-10
2.182716806999999815e+00,1.147835976665574328e-10
2.184860929999999701e+00,1.335787912371392907e-10
2.187005053000000032e+00,1.522994824039443770e-10
2.189149174999999836e+00,1.615907109651620328e-10
2.191293298000000167e+00,1.699923417930886996e-10
2.193437420000000415e+00,1.900019688703961096e-10
2.195581542999999858e+00,2.123818862505015519e-10
2.197725665999999745e+00,2.243280920838293780e-10
2.199869787999999993e+00,2.324936090359572302e-10
2.202013910999999879e+00,2.750240627268045487e-10
2.204158033000000128e+00,3.564964293238165851e-10
2.206302156000000014e+00,4.593988618457933329e-10
2.208446278999999901e+00,5.873113065041208590e-10
2.210590401000000149e+00,7.470405972878802452e-10
2.212734524000000036e+00,9.478669228796776037e-10
2.214878646000000284e+00,1.153038469777532865e-09
2.217022769000000171e+00,1.403184135466262503e-09
2.219166892000000058e+00,1.750602057451807059e-09
2.221311013999999862e+00,2.301623848728116488e-09
